category,type,id_s,companny_name,products_href,href,last_price,actual_price
Accesorios y otros,gatos,,Mascotify,https://mascotify.pe/perros/accesorios-y-otros/platos-bebederos/ferplast-contenedor-feedy-para-comida-seca/,,,
Juguetes,gatos,,Mascotify,https://mascotify.pe/gatos/accesorios-y-otros-gatos/juguetes-gatos/catit-senses-2-0-wave-circuit-juego-para-gatos/,,,
Porta bolsas y repuestos,perros,,Mascotify,https://mascotify.pe/perros/cuidado-e-higiene/porta-bolsas-y-repuestos/zeedog-dispensador-de-bolsas-para-desechos-de-perros/,,,
Cuidado externo,perros,,Mascotify,https://mascotify.pe/perros/cuidado-e-higiene/cuidado-externo/beaphar-stop-it-spray-educador-para-perros/,,,
Arena y cuidado,gatos,,Mascotify,https://mascotify.pe/perros/cuidado-e-higiene/cuidado-externo/natures-miracle-spray-neutralizador-de-olores-de-mascotas/,,,
Cuidado e higiene,perros,,Mascotify,https://mascotify.pe/perros/cuidado-e-higiene/antipulgas/zoetis-revolution-pipeta-antipulgas-perros-10-20kg/,,,
Alimento,perros,,Mascotify,https://mascotify.pe/perros/alimento/alimento-seco/monge-adult-salmon-y-arroz-adultos-todas-las-razas/,,,
Platos y bebederos,perros,,Mascotify,https://mascotify.pe/perros/accesorios-y-otros/platos-bebederos/lickimat-soother-tuff-bandeja-rigida-anti-ansiedad/,,,
Alimento húmedo,perros,,Mascotify,https://mascotify.pe/perros/alimento/alimento-humedo/belcando-lamb-single-protein-adultos-de-todas-las-razas/,,,
Alimento,perros,,Mascotify,https://mascotify.pe/perros/alimento/snacks/canvit-piel-pelo-snack-para-perros/,,,
Alimento,perros,,Mascotify,https://mascotify.pe/perros/alimento/alimento-seco/brit-care-adult-mini-yorkshire-grain-free-salmon-tuna/,,,
"Cortadoras, peines y cepillos",perros,,Mascotify,https://mascotify.pe/perros/accesorios-y-otros/cortadoras-peines-y-cepillos/gigwi-cepillo-dual-para-perros-y-gatos/,,,
Ropa,perros,,Mascotify,https://mascotify.pe/perros/accesorios-y-otros/ropa/max-molly-bandana-reversible-magical/,,,
Alimento,gatos,,Mascotify,https://mascotify.pe/gatos/alimento-gatos/snacks-alimento-gatos/cremi-salmon-tuna-recipe-x-5-snack-cremoso-para-gatos/,,,
Alimento húmedo,gatos,,Mascotify,https://mascotify.pe/gatos/alimento-gatos/alimento-humedo-gatos/monge-vetsolution-feline-renal-and-oxalate-100gr/,,,
Accesorios y otros,perros,,Mascotify,https://mascotify.pe/perros/accesorios-y-otros/collares-y-arneses/zeedog-arnes-para-perros-modelo-stardust/,,,
Correas,perros,,Mascotify,https://mascotify.pe/perros/accesorios-y-otros/correas/zeedog-correa-para-perros-neopro-bubblegum/,,,
Alimento húmedo,gatos,,Mascotify,https://mascotify.pe/gatos/alimento-gatos/alimento-humedo-gatos/ricocat-trocitos-en-salsa-de-salmon-gatos-adultos/,,,
Accesorios y otros,perros,,Mascotify,https://mascotify.pe/perros/accesorios-y-otros/ropa/max-molly-bandana-reversible-kiwi/,,,
Alimento Seco,perros,,Mascotify,https://mascotify.pe/perros/alimento/alimento-seco/bravery-pollo-perros-adultos-de-razas-pequenas/,,,
Collares y arneses,perros,,Mascotify,https://mascotify.pe/perros/accesorios-y-otros/collares-y-arneses/zeedog-collar-para-perros-neopro-apex/,,,
Cuidado e higiene,perros,,Mascotify,https://mascotify.pe/perros/cuidado-e-higiene/antipulgas/credelio-22-a-45kg-900mg-antipulgas-para-perros/,,,
Alimento,perros,,Mascotify,https://mascotify.pe/perros/alimento/alimento-humedo/hills-pd-i-d-estofado-x-156gr-salud-gastrointestinal/,,,
Alimento húmedo,gatos,,Mascotify,https://mascotify.pe/gatos/alimento-gatos/alimento-humedo-gatos/bravery-lomo-de-atun-y-zanahorias-gatos-castrados/,,,
Arena y cuidado,gatos,,Mascotify,https://mascotify.pe/perros/cuidado-e-higiene/suplementos-y-vitaminas/geriax-x-30-tabletas-suplemento-para-perros-y-gatos/,,,
Antipulgas,perros,,Mascotify,https://mascotify.pe/perros/cuidado-e-higiene/antipulgas/credelio-22-a-45kg-900mg-antipulgas-para-perros/,,,
Cuidado e higiene,perros,,Mascotify,https://mascotify.pe/perros/cuidado-e-higiene/antipulgas/bravecto-1000mg-antipulgas-para-perros-20-a-40kg/,,,
Accesorios y otros,perros,,Mascotify,https://mascotify.pe/perros/accesorios-y-otros/juguetes/max-molly-woody-the-sheep-juguete-para-perros/,,,
Accesorios y otros,perros,,Mascotify,https://mascotify.pe/perros/accesorios-y-otros/platos-bebederos/zeebowl-bordeau-comedero-ajustable-para-perros/,,,
Alimento seco,gatos,,Mascotify,https://mascotify.pe/gatos/alimento-gatos/alimento-seco-gatos/canbo-sterilized-care-gatos-adultos-castrados/,,,
Fármacos,perros,,Mascotify,https://mascotify.pe/perros/cuidado-e-higiene/farmacos/otolog-x-25ml-unguento-otico-para-perros-y-gatos/,,,
Arena y cuidado,gatos,,Mascotify,https://mascotify.pe/gatos/arena-y-cuidado/suplementos-y-vitaminas-gatos/petag-ut-solution-gel-100gr-suplemento-tracto-urinario-gatos/,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/vitaminas/455-crema-protectora-x-120-grs-8410107001.html,,,
,antipulgas,,PharmiVet,https://pharmivet.pe/pipetas/470-pipeta-dominal-spoton-gatos-x-1-ml-4--8-kg-8330902007.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/antibioticos/709-hialurina-x-10-ml-8390103008.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/antibioticos/1133-stomorgyl-10-mg-x-20-tab-8240103001.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/vitaminas/1167-petprazol-20-mg-x-30-comp-8240111021.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/antibioticos/509-fortevita-oral-x-20-ml-8350103002.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/adulto/596-proplan-adult-cat-x-3-kg-8220301017.html,,,
,perros,,PharmiVet,https://pharmivet.pe/pipetas/745-nort-pipeta-canino-15-ml-2-a-10-kg-8230902004.html,,,
,perros,,PharmiVet,https://pharmivet.pe/suplementos/1103-mirrapel-jarabe-para-perros-y-gatos-x-236-ml-8241305011.html,,,
,antipulgas,,PharmiVet,https://pharmivet.pe/antipulgas/679-pipeta-xelamec-spot-x-025-hasta-250-kg-x-und-8030902013.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/vitaminas/1176-hepatol-nf-x-50-ml-8540107003.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/promocion/609-proteliv-x-15-ml-8670107001.html,,,
,perros,,PharmiVet,https://pharmivet.pe/pipetas/586-pipeta-power-ultra-de-11-20-kg-8390902003.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/antibioticos/1117-propantelina-triton-x-16-tab-8370103004.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/utiles-de-aseo/393-shampoo-pet-line-glicerina-y-tuna-x-330-ml-8411501003.html,,,
,antipulgas,,PharmiVet,https://pharmivet.pe/antipulgas/695-pipeta-rivolta-6-26kg--75kg-x-unidad-8010902027.html,,,
,promocion,,PharmiVet,https://pharmivet.pe/promocion/1393-arena-sanitaria-aroma-limon-x-8-kg-pala-sanitaria-comedero-8080403009.html,,,
,perros,,PharmiVet,https://pharmivet.pe/vitaminas/1082-glicopan-pet-x-125ml-8240107006.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/medicamentos/812-ranitidina-jhon-martin-x-10-comprimidos-8130111002.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/medicamentos/1083-hematofos-b12-x-250-ml-8030107027.html,,,
,antipulgas,,PharmiVet,https://pharmivet.pe/antipulgas/680-pipeta-xelamec-spot-x-050ml-de-25-kg-a-5-kg-x-und-8030902011.html,,,
,antipulgas,,PharmiVet,https://pharmivet.pe/pipetas/504-pipeta-fipronex-g5-x-6-ml-de-20-a-40-kgpor-und-8030902017.html,,,
,perros,,PharmiVet,https://pharmivet.pe/antibioticos/1149-uroflogin-x-16-tab-8370103009.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/alimentos/1459-brit-care-cat-sterilized-urinary-health-x-7-kg-8990301046.html,,,
,perros,,PharmiVet,https://pharmivet.pe/antianemicos/574-pileran-x-50-ml-inyectable-8670109002.html,,,
,antipulgas,,PharmiVet,https://pharmivet.pe/promocion/405-pipeta-advantix-1x-25-ml-10--25-kg-8170902004.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/alimentos/1374-nutribites-salmon-strips-x-50-gr-8030304010.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/antibioticos/546-ocubiotic-con-esteroides-x-5-ml-8130103018.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/antibioticos/1092-histaprov-x-100-ml-8410104003.html,,,
,promocion,,PharmiVet,https://pharmivet.pe/promocion/1208-atrevia-one-large-de-20--40-kg-x-1-tab-8030903040.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/antibioticos/1155-hemostop-x-30-tab--8030103027.html,,,
,perros,,PharmiVet,https://pharmivet.pe/antiinflamatorios/730-alerflam-iny-x-20-ml-8400104019.html,,,
,perros,,PharmiVet,https://pharmivet.pe/promocion/1517-liquidacion_proplan-adult-reduce-calories-raza-med-y-grande-x-3-kg-82203010071.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/cachorro/762-proplan-puppy-polloarroz-lata-3685-gr-8220305047.html,,,
,suplementos,,PharmiVet,https://pharmivet.pe/suplementos/717-pelo-_-derme-750-x-60-cap-8241305019.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/antibioticos/537-meloxisan-pets-x-50-ml-8080103015.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/promocion/1127-530-silimavet-x-32-tab-8560103003.html#/44-presentacion-caja_x_32_tab,,,
,gatos,,PharmiVet,https://pharmivet.pe/antiparasitarios/1144-trivermex-comprimidos-x-72-comp-8360105014.html,,,
,perros,,PharmiVet,https://pharmivet.pe/por-tipo-de-mascota/1180-643-credelio-25kg--55kg-x-und-8620903004.html#/117-presentacion-caja_x_3_tab,,,
,promocion,,PharmiVet,https://pharmivet.pe/promocion/1106-nex-gard-136-mg-de-2550-kg-x-3-tab-8240903006.html,,,
,perros,,PharmiVet,https://pharmivet.pe/antiparasitarios/664-total-full-cg-susp-x-15-ml-8670105001.html,,,
,perros,,PharmiVet,https://pharmivet.pe/medicamentos/482-equigan-x-10-ml-8230106001.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/medicamentos/1225-enzimax-x-20-comp-8670107007.html,,,
,perros,,PharmiVet,https://pharmivet.pe/pipetas/744-nort-pipeta-canino-3ml-11-a-20-kg-8230902005.html,,,
,promocion,,PharmiVet,https://pharmivet.pe/promocion/1337-liquidacion_-nutravet-formacion-y-crecimientox-90-tab-84001070301.html,,,
,perros,,PharmiVet,https://pharmivet.pe/antibioticos/1003-amoxi-tabs-c-250-mg-x-50-und-8030103002.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/utiles-de-aseo/480-epiotic-sis-x-100-ml-8531502001.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/alimentos/1444-brit-mono-protein-lamb-_-rice-x-400-gr-8990301031.html,,,
,perros,,PharmiVet,https://pharmivet.pe/antibioticos/454-crema-6a-x-15-gr-8130103014.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/antibioticos/445-ciproplus-gel-otico-x-10-ml-8360103004.html,,,
,perros,,PharmiVet,https://pharmivet.pe/medicamentos/1375-sucralvet-gel-oral-8990114006.html,,,
,perros,,PharmiVet,https://pharmivet.pe/higiene-y-cuidado/755-oral-care-gel-x-80-gr-8130402001.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/antiinflamatorios/530-labyderm-bioforce-spray-x-100-ml-8130104001.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/promocion/1503-liquidacion_pipeta-revolution-6-x-025-ml-0-25-kg-x-und-81109020051.html,,,
,promocion,,PharmiVet,https://pharmivet.pe/promocion/1517-liquidacion_proplan-adult-reduce-calories-raza-med-y-grande-x-3-kg-82203010071.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/medicamentos/1090-hierro-plus-x-100-ml-8080107006.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/medicamentos/1205-clavaseptin-500-mg-x-10-tab-8130103121.html,,,
,perros,,PharmiVet,https://pharmivet.pe/medicamentos/1008-apoquel-36-mg-x-20-tab-8110104002.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/alimentos/430-hill_s-canine-hd-176-lb-x-800-kg-8240302003.html,,,
,perros,,PharmiVet,https://pharmivet.pe/vitaminas/1091-histapet-x-40-tab-8400104006.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/medicamentos/1162-super-chevinal-perros-x-100-ml-8570107006.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/promocion/859-dolvit-calm-x-30-comp-8360112001.html,,,
,perros,,PharmiVet,https://pharmivet.pe/antiparasitarios/518-glaucovet-1-x-5-ml-8360114008.html,,,
,ultimas_unidades,,PharmiVet,https://pharmivet.pe/promocion/1337-liquidacion_-nutravet-formacion-y-crecimientox-90-tab-84001070301.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/cicatrizantes/1257-cicatrivet-x-25-gr--veterline-8400108001.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/alimentos/855-vet-solution-feline-recovery-x-100-gr-8240305049.html,,,
,promocion,,PharmiVet,https://pharmivet.pe/promocion/1129-simparica-40-mg-de-10--20-kg-x-unidad-81109030111.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/antiparasitarios/664-total-full-cg-susp-x-15-ml-8670105001.html,,,
,antipulgas,,PharmiVet,https://pharmivet.pe/collares/1222-dominal-collar-gato-x-13-gr-8330904008.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/alimentos/926-equilibrio-adult-small-breed-x-2-kg-8140302014.html,,,
,perros,,PharmiVet,https://pharmivet.pe/antibioticos/442-ciclocell-2-x-5-ml-8360104005.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/alimentos/955-pd-canine-onc-care-6-lb-272-kg-8240302051.html,,,
,perros,,PharmiVet,https://pharmivet.pe/vitaminas/1132-sosten-cg-oral-x-80-tab-8370113003.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/promocion/1449-brit-care-cat-haircare-healt-_-shiny-coat-x-7-kg-8990301042.html,,,
,perros,,PharmiVet,https://pharmivet.pe/alimentos/1371-nutribites-lamb-slices-x-100-gr-8030304007.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/medicamentos/947-flores-de-bach-miedo-x-30-ml-8670101003.html,,,
,perros,,PharmiVet,https://pharmivet.pe/medicamentos/611-ranitidina-jhon-martin-x-50-ml-8130111001.html,,,
,promocion,,PharmiVet,https://pharmivet.pe/promocion/1485-pack-total-full-cg-susp-x-15-ml-_palitos-smartsticks-chicken-x-92-gr-8670105004.html,,,
,perros,,PharmiVet,https://pharmivet.pe/medicamentos/1057-dexaveter-x-250-ml-8260104002.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/vitaminas/1054-complejo-b-celectrolitos-x-10-gr-x-50-sobres-8010107010.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/antiparasitarios/1081-giacoccide-verde-10-kg-x-20-tab-8370103007.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/cicatrizantes/621-sanitol-pasta-x-60-gr-8080108002.html,,,
,perros,,PharmiVet,https://pharmivet.pe/alimentos/604-proplan-sensitive-small-breed-x-3-kg-8220301020.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/pipetas/706-pipeta-advantage-gatos-48kg-8170902014.html,,,
,gatos,,PharmiVet,https://pharmivet.pe/higiene-y-cuidado/712-espuma-para-el-cuidado-dental-x-133-ml-8390402004.html,,,
,ultimas_unidades,,PharmiVet,https://pharmivet.pe/promocion/1519-liquidacion_hill_s-canine-wd-x-385-kg-8240302054.html,,,
,perros,,PharmiVet,https://pharmivet.pe/alimentos/430-hill_s-canine-hd-176-lb-x-800-kg-8240302003.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/alimentos/932-fancy-feast-kiss-filete-de-pollo-x-4-tubos-8220304002.html,,,
,perros,,PharmiVet,https://pharmivet.pe/medicamentos/444-ciclosporina-1-x-35-gr-8670103006.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/cicatrizantes/621-sanitol-pasta-x-60-gr-8080108002.html,,,
,higiene_cuidado,,PharmiVet,https://pharmivet.pe/higiene-y-cuidado/1396-gift_-pala-de-arena-sanitaria-8080403005.html,,,
,perros,,PharmiVet,https://pharmivet.pe/utiles-de-aseo/702-shampoo-hartz-groomers-best-3-en-1-x-532-ml-8531501002.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/cachorro/629-hill_s-sd-puppy-development-smb-chicken-x-2-kg-8240301012.html,,,
,medicamentos,,PharmiVet,https://pharmivet.pe/medicamentos/1009-264-apoquel-54-mg-x-20-tab-8110104004.html#/46-presentacion-caja_x_20_tab,,,
,perros,,PharmiVet,https://pharmivet.pe/instrumentos-y-accesorios/653-sutura-de-acido-poliglicolico--1--8300601032.html,,,
,higiene_cuidado,,PharmiVet,https://pharmivet.pe/higiene-y-cuidado/984-aditivo-para-agua-cuidado-oral-cachorro-x-473-ml-8390402001.html,,,
,perros,,PharmiVet,https://pharmivet.pe/higiene-y-cuidado/613-repelente-nomas-vetlinex-x-500-ml-8190405002.html,,,
,perros,,PharmiVet,https://pharmivet.pe/antiparasitarios/1111-desparasitante-paravetol-plus-x-32-tab-8400105002.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/promocion/1513-liquidacion_hill_s-sd-feline-indoor-adult-11chicken-x-16-kg-82403010261.html,,,
,alimentos,,PharmiVet,https://pharmivet.pe/alimentos/1351-cadera-de-cerdo-barker-hueso-deshidratado-8680304021.html,,,
Snacks,Perro,,MisterPet,,https://www.misterpet.pe/product/country-dog-mantenimiento-15-kg,,159.0
Juguetes,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-canine-hypoallergenic-salmon-y-atun-2-5-kg,86.0,77.4
Medicinas,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-puppy-mini-cordero-y-arroz-2-5-kg,83.0,74.7
Alimento Seco,Gato,,MisterPet,,https://www.misterpet.pe/product/brit-care-weight-loss-rabbit-rice-3-kg,,107.0
Antipulgas,Perro,,MisterPet,,https://www.misterpet.pe/product/rivolta-12-x-1-unid-de-10-1-kg-20-kg,42.0,37.8
Alimento Seco,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-canine-puppy-salmon-y-arroz-2-5-kg,83.0,74.7
Alimento Humedo,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-canine-adult-cordero-arroz-y-papa-2-5-kg,83.0,74.7
Juguetes,Gato,,MisterPet,,https://www.misterpet.pe/product/puppylandia-raton-colita,,10.0
Alimento Seco,Perro,,MisterPet,,https://www.misterpet.pe/product/taste-of-the-wild-southwest-canyon-canine-jabali-12-2-kg,,328.5
Alimento  Seco Medicado,Perro,,MisterPet,,https://www.misterpet.pe/product/taste-of-the-wild-sierra-mountain-canine-2-kg,,94.4
Juguetes,Perro,,MisterPet,,https://www.misterpet.pe/product/ducca-adulto-mantenimiento-15-kg,,160.0
Alimento Humedo,Gato,,MisterPet,,https://www.misterpet.pe/product/fancy-feast-salmon-feast-in-gravy-85-gr,6.8,5.44
Snacks,Perro,,MisterPet,,https://www.misterpet.pe/product/mio-cane-super-premium-piel-sensible-4-kg,85.0,80.75
Medicinas,Perro,,MisterPet,,https://www.misterpet.pe/product/equilibrio-alimento-para-perro-adulto-indoor-small-breeds-2-kg,72.0,64.8
Juguetes,Gato,,MisterPet,,https://www.misterpet.pe/product/puppylandia-juguete-raton-con-sonido,,9.5
Alimento Humedo,Perro,,MisterPet,,https://www.misterpet.pe/product/mio-cane-super-premium-piel-sensible-4-kg,85.0,80.75
Juguetes,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-canine-adult-salmon-light-2-5-kg,83.0,74.7
Juguetes,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-care-weight-loss-rabbit-rice-3-kg,,107.0
Alimento Seco,Perro,,MisterPet,,https://www.misterpet.pe/product/belcando-adult-cordero-arroz-12-5-kg,319.5,303.53
Areneros,Gato,,MisterPet,,https://www.misterpet.pe/product/bano-cerrado-para-gato-modelo-oscar,,89.0
Alimento Humedo,Gato,,MisterPet,,https://www.misterpet.pe/product/ducca-cachorro-3-kg,,65.0
Alimento Seco,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-puppy-mini-cordero-y-arroz-2-5-kg,83.0,74.7
Arena,Gato,,MisterPet,,https://www.misterpet.pe/product/hills-sd-canine-7-active-longevity-small-bites-2-kg,95.0,85.5
Alimento Seco,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-care-mini-gf-adult-lamb-2-kg,,88.0
Alimento  Seco Medicado,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-care-senior-lamb-hypoallergenic-3-kg,,93.0
Snacks,Gato,,MisterPet,,https://www.misterpet.pe/product/equilibrio-alimento-para-perro-adulto-light-small-breeds-2-kg,77.0,69.3
Vitaminas y Suplemento,Gato,,MisterPet,,https://www.misterpet.pe/product/felovite-oral-gel-70-9-g,,45.0
Snacks,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-premium-by-nature-junior-medium-3-kg,,64.0
Rascadores,Gato,,MisterPet,,https://www.misterpet.pe/product/puppylandia-rascador-tabla-con-raton-porfiado-y-pelotas-con-cascabel,,22.0
Arnes,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-canine-adult-extra-small-salmon-y-arroz-2-5-kg,83.0,74.7
Antipulgas,Perro,,MisterPet,,https://www.misterpet.pe/product/ducca-adulto-3-kg,,60.0
Alimento Humedo,Gato,,MisterPet,,https://www.misterpet.pe/product/pro-plan-cachorro-razas-pequenas-3-kg,105.0,99.75
Juguetes,Perro,,MisterPet,,https://www.misterpet.pe/product/royal-canin-shih-tzu-adulto-1-5-kg,105.0,99.75
Alimento Seco,Gato,,MisterPet,,https://www.misterpet.pe/product/brit-care-mini-gf-yorkshire-salmon-y-atun-2-kg,,95.0
Alimento  Seco Medicado,Perro,,MisterPet,,https://www.misterpet.pe/product/promo-pro-plan-adult-razas-pequenas-3-kg-snack-beggin-de-tocino-y-carne,97.0,92.15
Alimento Seco,Gato,,MisterPet,,https://www.misterpet.pe/product/brit-premium-by-nature-adult-small-3-kg,,64.0
Juguetes,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-care-mini-gf-yorkshire-salmon-y-atun-2-kg,,95.0
Arnes,Gato,,MisterPet,,https://www.misterpet.pe/product/puppylandia-arnes-modelo-tambora-talla-s,,12.0
Shampoo,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-premium-by-nature-adult-small-3-kg,,64.0
Juguetes,Gato,,MisterPet,,https://www.misterpet.pe/product/taste-of-the-wild-appalachan-valley-small-breed-2-kg,,94.4
Pañales,Perro,,MisterPet,,https://www.misterpet.pe/product/ducca-adulto-3-kg,,60.0
Alimento Humedo,Gato,,MisterPet,,https://www.misterpet.pe/product/monge-canine-adult-mini-salmon-y-arroz-2-5-kg,83.0,74.7
Alimento Humedo,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-premium-by-nature-junior-small-3-kg,,64.0
Alimento Humedo,Gato,,MisterPet,,https://www.misterpet.pe/product/equilibrio-alimento-para-perro-adulto-light-small-breeds-2-kg,77.0,69.3
Alimento Seco,Gato,,MisterPet,,https://www.misterpet.pe/product/monge-canine-adult-salmon-light-2-5-kg,83.0,74.7
Limpieza y Aseo,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-premium-by-nature-sensitive-lamb-3-kg,,70.0
Snacks,Perro,,MisterPet,,https://www.misterpet.pe/product/promo-pro-plan-sensitive-skin-and-stomach-razas-medianas-y-grandes-3-kg-snack-beggin-tocino-con-queso,105.0,99.75
Alimento Humedo Medicado,Gato,,MisterPet,,https://www.misterpet.pe/product/hills-pd-feline-c-d-multicare-with-ocean-fish-156-gr,24.0,21.6
Shampoo,Perro,,MisterPet,,https://www.misterpet.pe/product/promo-pro-plan-cachorro-cordero-sensitive-skin-de-3-kg-snack-beggin-de-tocino-y-queso,79.0,75.05
Platos y Bebederos,Gato,,MisterPet,,https://www.misterpet.pe/product/ducca-adulto-raza-pequena-3-kg,,60.0
Medicinas,Gato,,MisterPet,,https://www.misterpet.pe/product/beaphar-catconfort-excellent-starter-kit-48-ml,,127.0
Alimento Seco,Gato,,MisterPet,,https://www.misterpet.pe/product/ducca-cachorro-3-kg,,65.0
Alimento Humedo,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-canine-adult-mini-salmon-y-arroz-2-5-kg,83.0,74.7
Productos en Remate,,,MisterPet,,https://www.misterpet.pe/product/hills-sd-kitten-h-development-liver-chicken-entree-156-gr-vcto-corto,22.0,11.0
Collares,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-premium-by-nature-junior-medium-3-kg,,64.0
Alimento Seco,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-care-mini-gf-yorkshire-salmon-y-atun-2-kg,,95.0
Alimento Seco,Perro,,MisterPet,,https://www.misterpet.pe/product/monge-canine-adult-extra-small-salmon-y-arroz-2-5-kg,83.0,74.7
Antipulgas,Gato,,MisterPet,,https://www.misterpet.pe/product/ducca-cachorro-3-kg,,65.0
Vitaminas y Suplemento,Perro,,MisterPet,,https://www.misterpet.pe/product/nutrical-oral-gel-120-5-g,,45.0
Juguetes,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-premium-by-nature-junior-small-3-kg,,64.0
Arena,Gato,,MisterPet,,https://www.misterpet.pe/product/pro-plan-cachorro-cordero-sensitive-skin-3-kg,79.0,75.05
Juguetes,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-care-senior-lamb-hypoallergenic-3-kg,,93.0
Medicinas,Perro,,MisterPet,,https://www.misterpet.pe/product/hills-sd-canine-adult-small-bites-2-kg,95.0,85.5
Arnes,Perro,,MisterPet,,https://www.misterpet.pe/product/pro-plan-cachorro-cordero-sensitive-skin-3-kg,79.0,75.05
Vitaminas y Suplemento,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-premium-by-nature-junior-small-3-kg,,64.0
Juguetes,Gato,,MisterPet,,https://www.misterpet.pe/product/brit-premium-by-nature-adult-medium-3-kg,,59.0
Medicinas,Gato,,MisterPet,,https://www.misterpet.pe/product/sentry-stop-that-spray-para-corregir-el-comportamiento-no-deseado-de-los-gatos-29-gr,,99.0
Alimento Humedo,Gato,,MisterPet,,https://www.misterpet.pe/product/felix-pate-pavo-y-menudencias-156-gr,6.9,5.52
Transportadores,Gato,,MisterPet,,https://www.misterpet.pe/product/duk-lup-mochila-mascota-talla-l,,64.0
Limpieza y Aseo,Gato,,MisterPet,,https://www.misterpet.pe/product/basa-pala-higienica-modelo-san-remo,,6.5
Vitaminas y Suplemento,Perro,,MisterPet,,https://www.misterpet.pe/product/par-pets-aceite-puro-de-trucha-250-ml,,40.0
Fajas,Perro,,MisterPet,,https://www.misterpet.pe/product/veter-pets-fajas-post-operatoria-para-macho-talla-xl,,78.0
Alimento Seco,Gato,,MisterPet,,https://www.misterpet.pe/product/brit-care-mini-gf-hair-skin-salmon-y-herring-2-kg,,88.0
Antipulgas,Perro,,MisterPet,,https://www.misterpet.pe/product/brit-premium-by-nature-adult-medium-3-kg,,59.0
Arena,Gato,,MisterPet,,https://www.misterpet.pe/product/monge-canine-puppy-cordero-y-arroz-2-5-kg,83.0,74.7
Alimento Seco,Perro,,MisterPet,,https://www.misterpet.pe/product/mio-cane-super-premium-piel-sensible-15-kg,235.0,223.25
